job_name,top_level,relpath,path,structure_file,num_atoms,formula,volume,density,energy_eV,energy_per_atom_eV,incar,incar_system,incar_encut,incar_ispin,incar_ismear,incar_sigma,incar_gga,potcar_nelectrons_map,potcar_total_nelectrons,parse_errors,solute
BondOrder-VacuumGB-T2-V-V-47-d-4.86,BondOrder-VacuumGB,BondOrder-VacuumGB/T2/V/V-47-d-4.86,/mnt/e/Onedrive/TiGB-Project/Data/BondOrder-VacuumGB/T2/V/V-47-d-4.86,CONTCAR,64,Ti63 V1,1898.3108162424583,2.6824621105064597,-481.6966233,-7.5265097390625,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-47-d-4.86""}",V-47-d-4.86,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",257.0,,V
BondOrder-VacuumGB-T2-V-V-48-d-5.58,BondOrder-VacuumGB,BondOrder-VacuumGB/T2/V/V-48-d-5.58,/mnt/e/Onedrive/TiGB-Project/Data/BondOrder-VacuumGB/T2/V/V-48-d-5.58,CONTCAR,64,Ti63 V1,1898.3108162424583,2.6824621105064597,-481.64167821,-7.52565122203125,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-48-d-5.58""}",V-48-d-5.58,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",257.0,,V
BondOrder-VacuumGB-T2-V-V-49-d-5.58,BondOrder-VacuumGB,BondOrder-VacuumGB/T2/V/V-49-d-5.58,/mnt/e/Onedrive/TiGB-Project/Data/BondOrder-VacuumGB/T2/V/V-49-d-5.58,CONTCAR,64,Ti63 V1,1898.3108162424583,2.6824621105064597,-481.33968318,-7.5209325496875,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-49-d-5.58""}",V-49-d-5.58,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",257.0,,V
BondOrder-VacuumGB-T2-V-V-50-d-6.29,BondOrder-VacuumGB,BondOrder-VacuumGB/T2/V/V-50-d-6.29,/mnt/e/Onedrive/TiGB-Project/Data/BondOrder-VacuumGB/T2/V/V-50-d-6.29,CONTCAR,64,Ti63 V1,1898.3108162424583,2.6824621105064597,-481.53819515,-7.52403429921875,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-50-d-6.29""}",V-50-d-6.29,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",257.0,,V
BondOrder-VacuumGB-T2-V-V-51-d-6.29,BondOrder-VacuumGB,BondOrder-VacuumGB/T2/V/V-51-d-6.29,/mnt/e/Onedrive/TiGB-Project/Data/BondOrder-VacuumGB/T2/V/V-51-d-6.29,CONTCAR,64,Ti63 V1,1898.3108162424583,2.6824621105064597,-481.54291872,-7.524108105,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-51-d-6.29""}",V-51-d-6.29,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",257.0,,V
BondOrder-VacuumGB-T2-V-V-52-d-6.97,BondOrder-VacuumGB,BondOrder-VacuumGB/T2/V/V-52-d-6.97,/mnt/e/Onedrive/TiGB-Project/Data/BondOrder-VacuumGB/T2/V/V-52-d-6.97,CONTCAR,64,Ti63 V1,1898.3108162424583,2.6824621105064597,-481.21813195,-7.51903331171875,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-52-d-6.97""}",V-52-d-6.97,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",257.0,,V
BondOrder-VacuumGB-T2-V-V-53-d-6.97,BondOrder-VacuumGB,BondOrder-VacuumGB/T2/V/V-53-d-6.97,/mnt/e/Onedrive/TiGB-Project/Data/BondOrder-VacuumGB/T2/V/V-53-d-6.97,CONTCAR,64,Ti63 V1,1898.3108162424583,2.6824621105064597,-481.27755927,-7.51996186359375,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-53-d-6.97""}",V-53-d-6.97,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",257.0,,V
RGS-1sol-C1-V-V-28-d-1.38-V-28-d-1.38,RGS-1sol,RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38,CONTCAR,52,Ti51 V1,1362.6127680076254,3.037052530516067,-396.58368014,-7.626609233461538,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-28-d-1.38""}",V-28-d-1.38,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-C1-V-V-28-d-1.38-V-28-d-1.38-CP-0.400,RGS-1sol,RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.400,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.400,CONTCAR,52,Ti51 V1,1362.6127680076254,3.037052530516067,-388.35641241,-7.468392546346154,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-28-d-1.38-cp-0.400""}",V-28-d-1.38-cp-0.400,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-C1-V-V-28-d-1.38-V-28-d-1.38-CP-0.430,RGS-1sol,RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.430,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.430,CONTCAR,52,Ti51 V1,1362.6127680076254,3.037052530516067,-389.17959028,-7.48422289,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-28-d-1.38-cp-0.430""}",V-28-d-1.38-cp-0.430,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-C1-V-V-28-d-1.38-V-28-d-1.38-CP-0.460,RGS-1sol,RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.460,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.460,CONTCAR,52,Ti51 V1,1362.6127680076254,3.037052530516067,-388.82907296,-7.477482172307693,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-28-d-1.38-cp-0.460""}",V-28-d-1.38-cp-0.460,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-C1-V-V-28-d-1.38-V-28-d-1.38-CP-0.490,RGS-1sol,RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.490,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.490,CONTCAR,52,Ti51 V1,1362.6127680076254,3.037052530516067,-388.65740792,-7.474180921538462,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-28-d-1.38-cp-0.490""}",V-28-d-1.38-cp-0.490,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-C1-V-V-28-d-1.38-V-28-d-1.38-CP-0.510,RGS-1sol,RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.510,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.510,CONTCAR,52,Ti51 V1,1362.6127680076254,3.037052530516067,-388.65740792,-7.474180921538462,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-28-d-1.38-cp-0.510""}",V-28-d-1.38-cp-0.510,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-C1-V-V-28-d-1.38-V-28-d-1.38-CP-0.540,RGS-1sol,RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.540,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.540,CONTCAR,52,Ti51 V1,1362.6127680076254,3.037052530516067,-387.52392387,-7.452383151346154,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-28-d-1.38-cp-0.540""}",V-28-d-1.38-cp-0.540,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-C1-V-V-28-d-1.38-V-28-d-1.38-CP-0.570,RGS-1sol,RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.570,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.570,CONTCAR,52,Ti51 V1,1362.6127680076254,3.037052530516067,-388.81324733,-7.477177833269232,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-28-d-1.38-cp-0.570""}",V-28-d-1.38-cp-0.570,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-C1-V-V-28-d-1.38-V-28-d-1.38-CP-0.590,RGS-1sol,RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.590,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/C1/V/V-28-d-1.38/V-28-d-1.38-CP-0.590,CONTCAR,52,Ti51 V1,1362.6127680076254,3.037052530516067,-389.18348292,-7.484297748461539,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-28-d-1.38-cp-0.590""}",V-28-d-1.38-cp-0.590,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-CSL7-V-V-26-d-0.72-V-26-d-0.72,RGS-1sol,RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72,CONTCAR,52,Ti51 V1,1485.2379288157726,2.786305463186414,-391.2803589,-7.524622286538461,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-26-d-0.72""}",V-26-d-0.72,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-CSL7-V-V-26-d-0.72-V-26-d-0.72-CP-0.415,RGS-1sol,RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.415,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.415,CONTCAR,52,Ti51 V1,1485.2379288157726,2.786305463186414,-330.4071278,-6.353983226923077,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-26-d-0.72-cp-0.415""}",V-26-d-0.72-cp-0.415,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-CSL7-V-V-26-d-0.72-V-26-d-0.72-CP-0.430,RGS-1sol,RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.430,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.430,CONTCAR,52,Ti51 V1,1485.2379288157726,2.786305463186414,-380.41726301,-7.315716596346154,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-26-d-0.72-cp-0.430""}",V-26-d-0.72-cp-0.430,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-CSL7-V-V-26-d-0.72-V-26-d-0.72-CP-0.440,RGS-1sol,RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.440,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.440,CONTCAR,52,Ti51 V1,1485.2379288157726,2.786305463186414,-382.01783472,-7.346496821538461,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-26-d-0.72-cp-0.440""}",V-26-d-0.72-cp-0.440,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-CSL7-V-V-26-d-0.72-V-26-d-0.72-CP-0.450,RGS-1sol,RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.450,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.450,CONTCAR,52,Ti51 V1,1485.2379288157726,2.786305463186414,-382.01783472,-7.346496821538461,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-26-d-0.72-cp-0.450""}",V-26-d-0.72-cp-0.450,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-CSL7-V-V-26-d-0.72-V-26-d-0.72-CP-0.465,RGS-1sol,RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.465,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.465,CONTCAR,52,Ti51 V1,1485.2379288157726,2.786305463186414,-382.0461242,-7.34704085,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-26-d-0.72-cp-0.465""}",V-26-d-0.72-cp-0.465,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
RGS-1sol-CSL7-V-V-26-d-0.72-V-26-d-0.72-CP-0.480,RGS-1sol,RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.480,/mnt/e/Onedrive/TiGB-Project/Data/RGS-1sol/CSL7/V/V-26-d-0.72/V-26-d-0.72-CP-0.480,CONTCAR,52,Ti51 V1,1485.2379288157726,2.786305463186414,-381.3852041,-7.334330848076923,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 1e-05, ""EDIFFG"": -0.01, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 1, ""LAECHG"": true, ""LCHARG"": true, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 300, ""NSIM"": 1, ""NSW"": 2, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""V-26-d-0.72-cp-0.480""}",V-26-d-0.72-cp-0.480,450.0,1,1,0.2,Pe,"{""Ti"": 4.0, ""V"": 5.0}",209.0,,V
